AAA                  | DECIMAL        | BASE           | I86            | 0x37 not64                                                                       | REG0=XED_REG_AL:rw:SUPP REG1=XED_REG_AH:rw:SUPP
BNDMOV               | MPX            | MPX            | MPX            | 0x0F 0x1B MPXMODE=1 MOD[mm] MOD!=3 REG[rrr] RM[nnn] MODRM()  osz_refining_prefix REFINING66() mode64 | MEM0:w:dq:u64 REG0=BND_R():r
BNDSTX               | MPX            | MPX            | MPX            | 0x0F 0x1B MPXMODE=1 MOD[mm] MOD!=3 REG[rrr] RM[nnn] MODRM()  no_refining_prefix not64 eamode32 | MEM0:w:bnd32 REG0=BND_R():r
BNDSTX               | MPX            | MPX            | MPX            | 0x0F 0x1B MPXMODE=1 MOD[mm] MOD=0 REG[rrr] RM[nnn]  MODRM()  no_refining_prefix mode64 # RM!=5 | MEM0:w:bnd64 REG0=BND_R():r
BNDSTX               | MPX            | MPX            | MPX            | 0x0F 0x1B MPXMODE=1 MOD[mm] MOD=1 REG[rrr] RM[nnn]  MODRM()  no_refining_prefix mode64 | MEM0:w:bnd64 REG0=BND_R():r
BNDSTX               | MPX            | MPX            | MPX            | 0x0F 0x1B MPXMODE=1 MOD[mm] MOD=2 REG[rrr] RM[nnn]  MODRM()  no_refining_prefix mode64 | MEM0:w:bnd64 REG0=BND_R():r
BOUND                | INTERRUPT      | BASE           | I186           | 0x62 mode16 no66_prefix  MOD[mm] MOD!=3 REG[rrr] RM[nnn] MODRM()                 | REG0=GPRv_R():r MEM0:r:a16
BOUND                | INTERRUPT      | BASE           | I186           | 0x62 mode32 66_prefix MOD[mm] MOD!=3 REG[rrr] RM[nnn] MODRM()                    | REG0=GPRv_R():r MEM0:r:a16
BOUND                | INTERRUPT      | BASE           | I186           | 0x62 mode16 66_prefix  MOD[mm] MOD!=3 REG[rrr] RM[nnn] MODRM()                   | REG0=GPRv_R():r MEM0:r:a32
BOUND                | INTERRUPT      | BASE           | I186           | 0x62 mode32 no66_prefix  MOD[mm] MOD!=3 REG[rrr] RM[nnn] MODRM()                 | REG0=GPRv_R():r MEM0:r:a32
BSF                  | BITBYTE        | BASE           | I386           | 0x0F 0xBC MOD[mm] MOD!=3 REG[rrr] RM[nnn] MODRM()                                | REG0=GPRv_R():cw MEM0:r:v
BSF                  | BITBYTE        | BASE           | I386           | 0x0F 0xBC MOD[0b11] MOD=3 REG[rrr] RM[nnn]                                       | REG0=GPRv_R():cw REG1=GPRv_B():r
BSF                  | BITBYTE        | BASE           | I386           | 0x0F 0xBC not_refining_f3 MOD[mm] MOD!=3 REG[rrr] RM[nnn] MODRM()                | REG0=GPRv_R():cw MEM0:r:v
BSF                  | BITBYTE        | BASE           | I386           | 0x0F 0xBC not_refining_f3 MOD[0b11] MOD=3 REG[rrr] RM[nnn]                       | REG0=GPRv_R():cw REG1=GPRv_B():r
BSF                  | BITBYTE        | BASE           | I386           | 0x0F 0xBC refining_f3 TZCNT=0 MOD[mm] MOD!=3 REG[rrr] RM[nnn] MODRM()            | REG0=GPRv_R():cw MEM0:r:v
BSF                  | BITBYTE        | BASE           | I386           | 0x0F 0xBC refining_f3 TZCNT=0 MOD[0b11] MOD=3 REG[rrr] RM[nnn]                   | REG0=GPRv_R():cw REG1=GPRv_B():r
BSR                  | BITBYTE        | BASE           | I386           | 0x0F 0xBD  MOD[mm] MOD!=3 REG[rrr] RM[nnn] MODRM()                               | REG0=GPRv_R():cw MEM0:r:v
BSR                  | BITBYTE        | BASE           | I386           | 0x0F 0xBD  MOD[0b11] MOD=3 REG[rrr] RM[nnn]                                      | REG0=GPRv_R():cw REG1=GPRv_B():r
BSR                  | BITBYTE        | BASE           | I386           | 0x0F 0xBD not_refining_f3 MOD[mm] MOD!=3 REG[rrr] RM[nnn] MODRM()                | REG0=GPRv_R():cw MEM0:r:v
BSR                  | BITBYTE        | BASE           | I386           | 0x0F 0xBD not_refining_f3 MOD[0b11] MOD=3 REG[rrr] RM[nnn]                       | REG0=GPRv_R():cw REG1=GPRv_B():r
BSR                  | BITBYTE        | BASE           | I386           | 0x0F 0xBD  refining_f3 LZCNT=0 MOD[mm] MOD!=3 REG[rrr] RM[nnn] MODRM()           | REG0=GPRv_R():cw MEM0:r:v
BSR                  | BITBYTE        | BASE           | I386           | 0x0F 0xBD  refining_f3 LZCNT=0 MOD[0b11] MOD=3 REG[rrr] RM[nnn]                  | REG0=GPRv_R():cw REG1=GPRv_B():r
BSWAP                | DATAXFER       | BASE           | I486REAL       | 0x0F 0b1100_1 SRM[rrr]                                                           | REG0=GPRv_SB():rw
BT                   | BITBYTE        | BASE           | I386           | 0x0F 0xBA MOD[mm] MOD!=3 REG[0b100] RM[nnn] MODRM() UIMM8()                      | MEM0:r:v IMM0:r:b
BT                   | BITBYTE        | BASE           | I386           | 0x0F 0xBA MOD[0b11] MOD=3 REG[0b100] RM[nnn] UIMM8()                             | REG0=GPRv_B():r IMM0:r:b
BT                   | BITBYTE        | BASE           | I386           | 0x0F 0xA3 MOD[mm] MOD!=3 REG[rrr] RM[nnn] MODRM()                                | MEM0:r:v REG0=GPRv_R():r
BT                   | BITBYTE        | BASE           | I386           | 0x0F 0xA3 MOD[0b11] MOD=3 REG[rrr] RM[nnn]                                       | REG0=GPRv_B():r REG1=GPRv_R():r
BTC                  | BITBYTE        | BASE           | I386           | 0x0F 0xBA MOD[mm] MOD!=3 REG[0b111] RM[nnn] MODRM() UIMM8() nolock_prefix        | MEM0:rw:v IMM0:r:b
BTC                  | BITBYTE        | BASE           | I386           | 0x0F 0xBA MOD[0b11] MOD=3 REG[0b111] RM[nnn] UIMM8()                             | REG0=GPRv_B():rw IMM0:r:b
BTC                  | BITBYTE        | BASE           | I386           | 0x0F 0xBB MOD[mm] MOD!=3 REG[rrr] RM[nnn] MODRM() nolock_prefix                  | MEM0:rw:v REG0=GPRv_R():r
BTC                  | BITBYTE        | BASE           | I386           | 0x0F 0xBB MOD[0b11] MOD=3 REG[rrr] RM[nnn]                                       | REG0=GPRv_B():rw REG1=GPRv_R():r
BTC_LOCK             | BITBYTE        | BASE           | I386           | 0x0F 0xBA MOD[mm] MOD!=3 REG[0b111] RM[nnn] MODRM() UIMM8() lock_prefix          | MEM0:rw:v IMM0:r:b
BTC_LOCK             | BITBYTE        | BASE           | I386           | 0x0F 0xBB MOD[mm] MOD!=3 REG[rrr] RM[nnn] MODRM() lock_prefix                    | MEM0:rw:v REG0=GPRv_R():r
BTR                  | BITBYTE        | BASE           | I386           | 0x0F 0xBA MOD[mm] MOD!=3 REG[0b110] RM[nnn] MODRM() UIMM8() nolock_prefix        | MEM0:rw:v IMM0:r:b
BTR                  | BITBYTE        | BASE           | I386           | 0x0F 0xBA MOD[0b11] MOD=3 REG[0b110] RM[nnn] UIMM8()                             | REG0=GPRv_B():rw IMM0:r:b
BTR                  | BITBYTE        | BASE           | I386           | 0x0F 0xB3 MOD[mm] MOD!=3 REG[rrr] RM[nnn] MODRM() nolock_prefix                  | MEM0:rw:v REG0=GPRv_R():r
BTR                  | BITBYTE        | BASE           | I386           | 0x0F 0xB3 MOD[0b11] MOD=3 REG[rrr] RM[nnn]                                       | REG0=GPRv_B():rw REG1=GPRv_R():r
BTR_LOCK             | BITBYTE        | BASE           | I386           | 0x0F 0xBA MOD[mm] MOD!=3 REG[0b110] RM[nnn] MODRM() UIMM8() lock_prefix          | MEM0:rw:v IMM0:r:b
BTR_LOCK             | BITBYTE        | BASE           | I386           | 0x0F 0xB3 MOD[mm] MOD!=3 REG[rrr] RM[nnn] MODRM() lock_prefix                    | MEM0:rw:v REG0=GPRv_R():r
BTS                  | BITBYTE        | BASE           | I386           | 0x0F 0xBA MOD[mm] MOD!=3 REG[0b101] RM[nnn] MODRM() UIMM8() nolock_prefix        | MEM0:rw:v IMM0:r:b
BTS                  | BITBYTE        | BASE           | I386           | 0x0F 0xBA MOD[0b11] MOD=3 REG[0b101] RM[nnn] UIMM8()                             | REG0=GPRv_B():rw IMM0:r:b
BTS                  | BITBYTE        | BASE           | I386           | 0x0F 0xAB MOD[mm] MOD!=3 REG[rrr] RM[nnn] MODRM() nolock_prefix                  | MEM0:rw:v REG0=GPRv_R():r
BTS                  | BITBYTE        | BASE           | I386           | 0x0F 0xAB MOD[0b11] MOD=3 REG[rrr] RM[nnn]                                       | REG0=GPRv_B():rw REG1=GPRv_R():r
BTS_LOCK             | BITBYTE        | BASE           | I386           | 0x0F 0xBA MOD[mm] MOD!=3 REG[0b101] RM[nnn] MODRM() UIMM8() lock_prefix          | MEM0:rw:v IMM0:r:b
BTS_LOCK             | BITBYTE        | BASE           | I386           | 0x0F 0xAB MOD[mm] MOD!=3 REG[rrr] RM[nnn] MODRM() lock_prefix                    | MEM0:rw:v REG0=GPRv_R():r
CALL_FAR             | CALL           | BASE           | I86            | 0xFF MOD[mm] MOD!=3 REG[0b011] RM[nnn] MODRM()                                   | MEM0:r:p2 REG0=XED_REG_STACKPUSH:w:spw2:SUPP REG1=rIP():w:SUPP
CALL_FAR             | CALL           | BASE           | I86            | 0x9A not64 BRDISPz() UIMM16()                                                    | PTR:r:p IMM0:r:w REG0=XED_REG_STACKPUSH:w:spw2:SUPP REG1=XED_REG_EIP:w:SUPP
CALL_NEAR            | CALL           | BASE           | I86            | 0xFF MOD[mm] MOD!=3 REG[0b010] RM[nnn]  DF64() IMMUNE66_LOOP64() MODRM()         | MEM0:r:v REG0=XED_REG_STACKPUSH:w:spw:SUPP REG1=rIP():rw:SUPP
CALL_NEAR            | CALL           | BASE           | I86            | 0xFF MOD[0b11] MOD=3 REG[0b010] RM[nnn]  DF64() IMMUNE66_LOOP64()                | REG0=GPRv_B():r REG1=XED_REG_STACKPUSH:w:spw:SUPP REG2=rIP():rw:SUPP
CALL_NEAR            | CALL           | BASE           | I86            | 0xE8 not64 BRDISPz()                                                             | RELBR:r:z REG0=XED_REG_STACKPUSH:w:spw:SUPP REG1=XED_REG_EIP:rw:SUPP
CALL_NEAR            | CALL           | BASE           | I86            | 0xE8 mode64  BRDISP32() DF64() FORCE64()                                         | RELBR:r:d REG0=XED_REG_STACKPUSH:w:spw:SUPP REG1=XED_REG_RIP:rw:SUPP
CBW                  | CONVERT        | BASE           | I86            | 0x98 mode16 no66_prefix                                                          | REG0=XED_REG_AX:w:SUPP REG1=XED_REG_AL:r:SUPP
CBW                  | CONVERT        | BASE           | I86            | 0x98 mode32 66_prefix                                                            | REG0=XED_REG_AX:w:SUPP REG1=XED_REG_AL:r:SUPP
CBW                  | CONVERT        | BASE           | I86            | 0x98 mode64 norexw_prefix 66_prefix                                              | REG0=XED_REG_AX:w:SUPP REG1=XED_REG_AL:r:SUPP
CDQ                  | CONVERT        | BASE           | I386           | 0x99 mode16 66_prefix                                                            | REG0=XED_REG_EDX:w:SUPP REG1=XED_REG_EAX:r:SUPP
CDQ                  | CONVERT        | BASE           | I386           | 0x99 mode32 no66_prefix                                                          | REG0=XED_REG_EDX:w:SUPP REG1=XED_REG_EAX:r:SUPP
CDQ                  | CONVERT        | BASE           | I386           | 0x99 mode64 norexw_prefix no66_prefix                                            | REG0=XED_REG_EDX:w:SUPP REG1=XED_REG_EAX:r:SUPP
CLC                  | FLAGOP         | BASE           | I86            | 0xF8                                                                             | 
CLD                  | FLAGOP         | BASE           | I86            | 0xFC                                                                             | 
CLDEMOTE             | CLDEMOTE       | CLDEMOTE       | CLDEMOTE       | 0x0F 0x1C MOD[mm] MOD!=3 REG[0b000] RM[nnn]  MODRM()  no_refining_prefix     CLDEMOTE=1 | MEM0:r:b:u8
CLEVICT0             | PREFETCH       | KNC            | KNCV           | VV1 0xAE  VL128 VF2 V0F  NOVSR MOD[mm] MOD!=3 REG[0b111] RM[nnn]  MODRM()        | MEM0:r:mprefetch  #FIXME: rw or r???
CLEVICT0_EVEX        | PREFETCH       | KNCE           | KNCE           | KVV 0xAE  VL512 VF2 V0F  NOEVSR MOD[mm] MOD!=3 REG[0b111] RM[nnn]  MODRM() NOSWIZD() | MEM0:r:mprefetch
CLEVICT1             | PREFETCH       | KNC            | KNCV           | VV1 0xAE  VL128 VF3 V0F  NOVSR MOD[mm] MOD!=3 REG[0b111] RM[nnn]  MODRM()        | MEM0:r:mprefetch  #FIXME: rw or r???
CLEVICT1_EVEX        | PREFETCH       | KNCE           | KNCE           | KVV 0xAE  VL512 VF3 V0F  NOEVSR MOD[mm] MOD!=3 REG[0b111] RM[nnn]  MODRM() NOSWIZD() | MEM0:r:mprefetch
CLFLUSH              | MISC           | CLFSH          | CLFSH          | 0x0F 0xAE  MOD[mm] MOD!=3 REG[0b111] RM[nnn]  no_refining_prefix MODRM()         | MEM0:r:mprefetch
CLFLUSHOPT           | CLFLUSHOPT     | CLFLUSHOPT     | CLFLUSHOPT     | 0x0F 0xAE  MOD[mm] MOD!=3 REG[0b111] RM[nnn]  osz_refining_prefix REFINING66() MODRM() | MEM0:r:mprefetch
CLI                  | FLAGOP         | BASE           | I86            | 0xFA                                                                             | 
CLRSSBSY             | CET            | CET            | CET            | 0x0F 0xAE MOD[mm] MOD!=3 REG[0b110] RM[nnn]  f3_refining_prefix     MODRM()      | MEM0:rw:q:u64
CLTS                 | SYSTEM         | BASE           | I286REAL       | 0x0F 0x06                                                                        | 
CLWB                 | CLWB           | CLWB           | CLWB           | 0x0F 0xAE  MOD[mm] MOD!=3 REG[0b110] RM[nnn]  osz_refining_prefix REFINING66() MODRM() | MEM0:r:mprefetch
CMC                  | FLAGOP         | BASE           | I86            | 0xF5                                                                             | 
CMOVB                | CMOV           | BASE           | CMOV           | 0x0F 0x42 MOD[mm] MOD!=3 REG[rrr] RM[nnn] MODRM()                                | REG0=GPRv_R():cw MEM0:r:v
CMOVB                | CMOV           | BASE           | CMOV           | 0x0F 0x42 MOD[0b11] MOD=3 REG[rrr] RM[nnn]                                       | REG0=GPRv_R():cw REG1=GPRv_B():r
CMOVBE               | CMOV           | BASE           | CMOV           | 0x0F 0x46 MOD[mm] MOD!=3 REG[rrr] RM[nnn] MODRM()                                | REG0=GPRv_R():cw MEM0:r:v
CMOVBE               | CMOV           | BASE           | CMOV           | 0x0F 0x46 MOD[0b11] MOD=3 REG[rrr] RM[nnn]                                       | REG0=GPRv_R():cw REG1=GPRv_B():r
CMOVL                | CMOV           | BASE           | CMOV           | 0x0F 0x4C MOD[mm] MOD!=3 REG[rrr] RM[nnn] MODRM()                                | REG0=GPRv_R():cw MEM0:r:v
CMOVL                | CMOV           | BASE           | CMOV           | 0x0F 0x4C MOD[0b11] MOD=3 REG[rrr] RM[nnn]                                       | REG0=GPRv_R():cw REG1=GPRv_B():r
CMOVLE               | CMOV           | BASE           | CMOV           | 0x0F 0x4E MOD[mm] MOD!=3 REG[rrr] RM[nnn] MODRM()                                | REG0=GPRv_R():cw MEM0:r:v
CMOVLE               | CMOV           | BASE           | CMOV           | 0x0F 0x4E MOD[0b11] MOD=3 REG[rrr] RM[nnn]                                       | REG0=GPRv_R():cw REG1=GPRv_B():r
CMOVNB               | CMOV           | BASE           | CMOV           | 0x0F 0x43 MOD[mm] MOD!=3 REG[rrr] RM[nnn] MODRM()                                | REG0=GPRv_R():cw MEM0:r:v
CMOVNB               | CMOV           | BASE           | CMOV           | 0x0F 0x43 MOD[0b11] MOD=3 REG[rrr] RM[nnn]                                       | REG0=GPRv_R():cw REG1=GPRv_B():r
CMOVNBE              | CMOV           | BASE           | CMOV           | 0x0F 0x47 MOD[mm] MOD!=3 REG[rrr] RM[nnn] MODRM()                                | REG0=GPRv_R():cw MEM0:r:v
CMOVNBE              | CMOV           | BASE           | CMOV           | 0x0F 0x47 MOD[0b11] MOD=3 REG[rrr] RM[nnn]                                       | REG0=GPRv_R():cw REG1=GPRv_B():r
CMOVNL               | CMOV           | BASE           | CMOV           | 0x0F 0x4D MOD[mm] MOD!=3 REG[rrr] RM[nnn] MODRM()                                | REG0=GPRv_R():cw MEM0:r:v
CMOVNL               | CMOV           | BASE           | CMOV           | 0x0F 0x4D MOD[0b11] MOD=3 REG[rrr] RM[nnn]                                       | REG0=GPRv_R():cw REG1=GPRv_B():r
CMOVNLE              | CMOV           | BASE           | CMOV           | 0x0F 0x4F MOD[mm] MOD!=3 REG[rrr] RM[nnn] MODRM()                                | REG0=GPRv_R():cw MEM0:r:v
CMOVNLE              | CMOV           | BASE           | CMOV           | 0x0F 0x4F MOD[0b11] MOD=3 REG[rrr] RM[nnn]                                       | REG0=GPRv_R():cw REG1=GPRv_B():r
CMOVNO               | CMOV           | BASE           | CMOV           | 0x0F 0x41 MOD[mm] MOD!=3 REG[rrr] RM[nnn] MODRM()                                | REG0=GPRv_R():cw MEM0:r:v
CMOVNO               | CMOV           | BASE           | CMOV           | 0x0F 0x41 MOD[0b11] MOD=3 REG[rrr] RM[nnn]                                       | REG0=GPRv_R():cw REG1=GPRv_B():r
CMOVNP               | CMOV           | BASE           | CMOV           | 0x0F 0x4B MOD[mm] MOD!=3 REG[rrr] RM[nnn] MODRM()                                | REG0=GPRv_R():cw MEM0:r:v
CMOVNP               | CMOV           | BASE           | CMOV           | 0x0F 0x4B MOD[0b11] MOD=3 REG[rrr] RM[nnn]                                       | REG0=GPRv_R():cw REG1=GPRv_B():r
CMOVNS               | CMOV           | BASE           | CMOV           | 0x0F 0x49 MOD[mm] MOD!=3 REG[rrr] RM[nnn] MODRM()                                | REG0=GPRv_R():cw MEM0:r:v
CMOVNS               | CMOV           | BASE           | CMOV           | 0x0F 0x49 MOD[0b11] MOD=3 REG[rrr] RM[nnn]                                       | REG0=GPRv_R():cw REG1=GPRv_B():r
CMOVNZ               | CMOV           | BASE           | CMOV           | 0x0F 0x45 MOD[mm] MOD!=3 REG[rrr] RM[nnn] MODRM()                                | REG0=GPRv_R():cw MEM0:r:v
CMOVNZ               | CMOV           | BASE           | CMOV           | 0x0F 0x45 MOD[0b11] MOD=3 REG[rrr] RM[nnn]                                       | REG0=GPRv_R():cw REG1=GPRv_B():r
CMOVO                | CMOV           | BASE           | CMOV           | 0x0F 0x40 MOD[mm] MOD!=3 REG[rrr] RM[nnn] MODRM()                                | REG0=GPRv_R():cw MEM0:r:v
CMOVO                | CMOV           | BASE           | CMOV           | 0x0F 0x40 MOD[0b11] MOD=3 REG[rrr] RM[nnn]                                       | REG0=GPRv_R():cw REG1=GPRv_B():r
CMOVP                | CMOV           | BASE           | CMOV           | 0x0F 0x4A MOD[mm] MOD!=3 REG[rrr] RM[nnn] MODRM()                                | REG0=GPRv_R():cw MEM0:r:v
CMOVP                | CMOV           | BASE           | CMOV           | 0x0F 0x4A MOD[0b11] MOD=3 REG[rrr] RM[nnn]                                       | REG0=GPRv_R():cw REG1=GPRv_B():r
CMOVS                | CMOV           | BASE           | CMOV           | 0x0F 0x48 MOD[mm] MOD!=3 REG[rrr] RM[nnn] MODRM()                                | REG0=GPRv_R():cw MEM0:r:v
CMOVS                | CMOV           | BASE           | CMOV           | 0x0F 0x48 MOD[0b11] MOD=3 REG[rrr] RM[nnn]                                       | REG0=GPRv_R():cw REG1=GPRv_B():r
CMOVZ                | CMOV           | BASE           | CMOV           | 0x0F 0x44 MOD[mm] MOD!=3 REG[rrr] RM[nnn] MODRM()                                | REG0=GPRv_R():cw MEM0:r:v
