| Index | Operand | Instruction       | Sig                                           | OpCode                        | Type    | Data     | Reg   | Mem    | MemSize | MemSeg | MemOff | MemFar | Imm | RwxIndex | RwxWidth |
| 87    | 1       | bextr             | bextr r32,r32/m,r32                           | VEX.LZ.0F38.W0 F7 /r          | reg/mem | r32/m32  | r32   | m32    | 32      |        | false  | false  | 0   | 0        | 32       |
| 87    | 2       | bextr             | bextr r32,r32/m,r32                           | VEX.LZ.0F38.W0 F7 /r          | reg     | r32      | r32   |        | -1      |        | false  | false  | 0   | 0        | 32       |
| 88    | 0       | bextr             | bextr r64,r64/m,r64                           | VEX.LZ.0F38.W1 F7 /r          | reg     | r64      | r64   |        | -1      |        | false  | false  | 0   | 0        | 64       |
| 88    | 1       | bextr             | bextr r64,r64/m,r64                           | VEX.LZ.0F38.W1 F7 /r          | reg/mem | r64/m64  | r64   | m64    | 64      |        | false  | false  | 0   | 0        | 64       |
| 88    | 2       | bextr             | bextr r64,r64/m,r64                           | VEX.LZ.0F38.W1 F7 /r          | reg     | r64      | r64   |        | -1      |        | false  | false  | 0   | 0        | 64       |
| 89    | 0       | blcfill           | blcfill r32,r32/m                             | XOP.LZ.M09.W0 01 /1           | reg     | r32      | r32   |        | -1      |        | false  | false  | 0   | 0        | 32       |
| 89    | 1       | blcfill           | blcfill r32,r32/m                             | XOP.LZ.M09.W0 01 /1           | reg/mem | r32/m32  | r32   | m32    | 32      |        | false  | false  | 0   | 0        | 32       |
| 90    | 0       | blcfill           | blcfill r64,r64/m                             | XOP.LZ.M09.W1 01 /1           | reg     | r64      | r64   |        | -1      |        | false  | false  | 0   | 0        | 64       |
| 90    | 1       | blcfill           | blcfill r64,r64/m                             | XOP.LZ.M09.W1 01 /1           | reg/mem | r64/m64  | r64   | m64    | 64      |        | false  | false  | 0   | 0        | 64       |
| 91    | 0       | blci              | blci r32,r32/m                                | XOP.LZ.M09.W0 02 /6           | reg     | r32      | r32   |        | -1      |        | false  | false  | 0   | 0        | 32       |
| 91    | 1       | blci              | blci r32,r32/m                                | XOP.LZ.M09.W0 02 /6           | reg/mem | r32/m32  | r32   | m32    | 32      |        | false  | false  | 0   | 0        | 32       |
| 92    | 0       | blci              | blci r64,r64/m                                | XOP.LZ.M09.W1 02 /6           | reg     | r64      | r64   |        | -1      |        | false  | false  | 0   | 0        | 64       |
| 92    | 1       | blci              | blci r64,r64/m                                | XOP.LZ.M09.W1 02 /6           | reg/mem | r64/m64  | r64   | m64    | 64      |        | false  | false  | 0   | 0        | 64       |
| 93    | 0       | blcic             | blcic r32,r32/m                               | XOP.LZ.M09.W0 01 /5           | reg     | r32      | r32   |        | -1      |        | false  | false  | 0   | 0        | 32       |
| 93    | 1       | blcic             | blcic r32,r32/m                               | XOP.LZ.M09.W0 01 /5           | reg/mem | r32/m32  | r32   | m32    | 32      |        | false  | false  | 0   | 0        | 32       |
| 94    | 0       | blcic             | blcic r64,r64/m                               | XOP.LZ.M09.W1 01 /5           | reg     | r64      | r64   |        | -1      |        | false  | false  | 0   | 0        | 64       |
| 94    | 1       | blcic             | blcic r64,r64/m                               | XOP.LZ.M09.W1 01 /5           | reg/mem | r64/m64  | r64   | m64    | 64      |        | false  | false  | 0   | 0        | 64       |
| 95    | 0       | blcmsk            | blcmsk r32,r32/m                              | XOP.LZ.M09.W0 02 /1           | reg     | r32      | r32   |        | -1      |        | false  | false  | 0   | 0        | 32       |
| 95    | 1       | blcmsk            | blcmsk r32,r32/m                              | XOP.LZ.M09.W0 02 /1           | reg/mem | r32/m32  | r32   | m32    | 32      |        | false  | false  | 0   | 0        | 32       |
| 96    | 0       | blcmsk            | blcmsk r64,r64/m                              | XOP.LZ.M09.W1 02 /1           | reg     | r64      | r64   |        | -1      |        | false  | false  | 0   | 0        | 64       |
| 96    | 1       | blcmsk            | blcmsk r64,r64/m                              | XOP.LZ.M09.W1 02 /1           | reg/mem | r64/m64  | r64   | m64    | 64      |        | false  | false  | 0   | 0        | 64       |
| 97    | 0       | blcs              | blcs r32,r32/m                                | XOP.LZ.M09.W0 01 /3           | reg     | r32      | r32   |        | -1      |        | false  | false  | 0   | 0        | 32       |
| 97    | 1       | blcs              | blcs r32,r32/m                                | XOP.LZ.M09.W0 01 /3           | reg/mem | r32/m32  | r32   | m32    | 32      |        | false  | false  | 0   | 0        | 32       |
| 98    | 0       | blcs              | blcs r64,r64/m                                | XOP.LZ.M09.W1 01 /3           | reg     | r64      | r64   |        | -1      |        | false  | false  | 0   | 0        | 64       |
| 98    | 1       | blcs              | blcs r64,r64/m                                | XOP.LZ.M09.W1 01 /3           | reg/mem | r64/m64  | r64   | m64    | 64      |        | false  | false  | 0   | 0        | 64       |
| 99    | 0       | blendpd           | blendpd xmm,xmm/m,ib/ub                       | 66 0F 3A 0D /r ib             | reg     | xmm      | xmm   |        | -1      |        | false  | false  | 0   | 0        | 128      |
| 99    | 1       | blendpd           | blendpd xmm,xmm/m,ib/ub                       | 66 0F 3A 0D /r ib             | reg/mem | xmm/m128 | xmm   | m128   | 128     |        | false  | false  | 0   | 0        | 128      |
