Mnemonic         | Expression                     | Instruction                              | Modes            | CpuId      | OpCodeId  
CMOVNO           | 0F 41 /r                       | CMOVNO r32, r/m32                        | 16/32/64-bit     | CMOV       | Cmovno_r32_rm32
CMOVNO           | REX.W 0F 41 /r                 | CMOVNO r64, r/m64                        | 64-bit           | CMOV       | Cmovno_r64_rm64
CMOVNP           | 0F 4B /r                       | CMOVNP r16, r/m16                        | 16/32/64-bit     | CMOV       | Cmovnp_r16_rm16
CMOVNP           | 0F 4B /r                       | CMOVNP r32, r/m32                        | 16/32/64-bit     | CMOV       | Cmovnp_r32_rm32
CMOVNP           | REX.W 0F 4B /r                 | CMOVNP r64, r/m64                        | 64-bit           | CMOV       | Cmovnp_r64_rm64
CMOVNS           | 0F 49 /r                       | CMOVNS r16, r/m16                        | 16/32/64-bit     | CMOV       | Cmovns_r16_rm16
CMOVNS           | 0F 49 /r                       | CMOVNS r32, r/m32                        | 16/32/64-bit     | CMOV       | Cmovns_r32_rm32
CMOVNS           | REX.W 0F 49 /r                 | CMOVNS r64, r/m64                        | 64-bit           | CMOV       | Cmovns_r64_rm64
CMOVO            | 0F 40 /r                       | CMOVO r16, r/m16                         | 16/32/64-bit     | CMOV       | Cmovo_r16_rm16
CMOVO            | 0F 40 /r                       | CMOVO r32, r/m32                         | 16/32/64-bit     | CMOV       | Cmovo_r32_rm32
CMOVO            | REX.W 0F 40 /r                 | CMOVO r64, r/m64                         | 64-bit           | CMOV       | Cmovo_r64_rm64
CMOVP            | 0F 4A /r                       | CMOVP r16, r/m16                         | 16/32/64-bit     | CMOV       | Cmovp_r16_rm16
CMOVP            | 0F 4A /r                       | CMOVP r32, r/m32                         | 16/32/64-bit     | CMOV       | Cmovp_r32_rm32
CMOVP            | REX.W 0F 4A /r                 | CMOVP r64, r/m64                         | 64-bit           | CMOV       | Cmovp_r64_rm64
CMOVS            | 0F 48 /r                       | CMOVS r16, r/m16                         | 16/32/64-bit     | CMOV       | Cmovs_r16_rm16
CMOVS            | 0F 48 /r                       | CMOVS r32, r/m32                         | 16/32/64-bit     | CMOV       | Cmovs_r32_rm32
CMOVS            | REX.W 0F 48 /r                 | CMOVS r64, r/m64                         | 64-bit           | CMOV       | Cmovs_r64_rm64
CMP              | 38 /r                          | CMP r/m8, r8                             | 16/32/64-bit     | 8086+      | Cmp_rm8_r8
CMP              | 39 /r                          | CMP r/m16, r16                           | 16/32/64-bit     | 8086+      | Cmp_rm16_r16
CMP              | 39 /r                          | CMP r/m32, r32                           | 16/32/64-bit     | 386+       | Cmp_rm32_r32
CMP              | REX.W 39 /r                    | CMP r/m64, r64                           | 64-bit           | X64        | Cmp_rm64_r64
CMP              | 3A /r                          | CMP r8, r/m8                             | 16/32/64-bit     | 8086+      | Cmp_r8_rm8
CMP              | 3B /r                          | CMP r16, r/m16                           | 16/32/64-bit     | 8086+      | Cmp_r16_rm16
CMP              | 3B /r                          | CMP r32, r/m32                           | 16/32/64-bit     | 386+       | Cmp_r32_rm32
CMP              | REX.W 3B /r                    | CMP r64, r/m64                           | 64-bit           | X64        | Cmp_r64_rm64
CMP              | 3C ib                          | CMP AL, imm8                             | 16/32/64-bit     | 8086+      | Cmp_AL_imm8
CMP              | 3D iw                          | CMP AX, imm16                            | 16/32/64-bit     | 8086+      | Cmp_AX_imm16
CMP              | 3D id                          | CMP EAX, imm32                           | 16/32/64-bit     | 386+       | Cmp_EAX_imm32
CMP              | REX.W 3D id                    | CMP RAX, imm32                           | 64-bit           | X64        | Cmp_RAX_imm32
CMP              | 80 /7 ib                       | CMP r/m8, imm8                           | 16/32/64-bit     | 8086+      | Cmp_rm8_imm8
CMP              | 81 /7 iw                       | CMP r/m16, imm16                         | 16/32/64-bit     | 8086+      | Cmp_rm16_imm16
CMP              | 81 /7 id                       | CMP r/m32, imm32                         | 16/32/64-bit     | 386+       | Cmp_rm32_imm32
CMP              | REX.W 81 /7 id                 | CMP r/m64, imm32                         | 64-bit           | X64        | Cmp_rm64_imm32
CMP              | 82 /7 ib                       | CMP r/m8, imm8                           | 16/32-bit        | 8086+      | Cmp_rm8_imm8_82
CMP              | 83 /7 ib                       | CMP r/m16, imm8                          | 16/32/64-bit     | 8086+      | Cmp_rm16_imm8
CMP              | 83 /7 ib                       | CMP r/m32, imm8                          | 16/32/64-bit     | 386+       | Cmp_rm32_imm8
CMP              | REX.W 83 /7 ib                 | CMP r/m64, imm8                          | 64-bit           | X64        | Cmp_rm64_imm8
CMPPD            | 66 0F C2 /r ib                 | CMPPD xmm1, xmm2/m128, imm8              | 16/32/64-bit     | SSE2       | Cmppd_xmm_xmmm128_imm8
CMPPS            | NP 0F C2 /r ib                 | CMPPS xmm1, xmm2/m128, imm8              | 16/32/64-bit     | SSE        | Cmpps_xmm_xmmm128_imm8
CMPSB            | A6                             | CMPSB                                    | 16/32/64-bit     | 8086+      | Cmpsb_m8_m8
CMPSD            | A7                             | CMPSD                                    | 16/32/64-bit     | 386+       | Cmpsd_m32_m32
CMPSD            | F2 0F C2 /r ib                 | CMPSD xmm1, xmm2/m64, imm8               | 16/32/64-bit     | SSE2       | Cmpsd_xmm_xmmm64_imm8
CMPSQ            | REX.W A7                       | CMPSQ                                    | 64-bit           | X64        | Cmpsq_m64_m64
CMPSS            | F3 0F C2 /r ib                 | CMPSS xmm1, xmm2/m32, imm8               | 16/32/64-bit     | SSE        | Cmpss_xmm_xmmm32_imm8
CMPSW            | A7                             | CMPSW                                    | 16/32/64-bit     | 8086+      | Cmpsw_m16_m16
CMPXCHG          | 0F A6 /r                       | CMPXCHG r/m8, r8                         | 16/32-bit        | 486 A      | Cmpxchg486_rm8_r8
CMPXCHG          | 0F A7 /r                       | CMPXCHG r/m16, r16                       | 16/32-bit        | 486 A      | Cmpxchg486_rm16_r16
CMPXCHG          | 0F A7 /r                       | CMPXCHG r/m32, r32                       | 16/32-bit        | 486 A      | Cmpxchg486_rm32_r32
CMPXCHG          | 0F B0 /r                       | CMPXCHG r/m8, r8                         | 16/32/64-bit     | 486+       | Cmpxchg_rm8_r8
CMPXCHG          | 0F B1 /r                       | CMPXCHG r/m16, r16                       | 16/32/64-bit     | 486+       | Cmpxchg_rm16_r16
CMPXCHG          | 0F B1 /r                       | CMPXCHG r/m32, r32                       | 16/32/64-bit     | 486+       | Cmpxchg_rm32_r32
CMPXCHG          | REX.W 0F B1 /r                 | CMPXCHG r/m64, r64                       | 64-bit           | X64        | Cmpxchg_rm64_r64
CMPXCHG16B       | REX.W 0F C7 /1                 | CMPXCHG16B m128                          | 64-bit           | CMPXCHG16B | Cmpxchg16b_m128
CMPXCHG8B        | 0F C7 /1                       | CMPXCHG8B m64                            | 16/32/64-bit     | CX8        | Cmpxchg8b_m64
COMISD           | 66 0F 2F /r                    | COMISD xmm1, xmm2/m64                    | 16/32/64-bit     | SSE2       | Comisd_xmm_xmmm64
COMISS           | NP 0F 2F /r                    | COMISS xmm1, xmm2/m32                    | 16/32/64-bit     | SSE        | Comiss_xmm_xmmm32
CPUID            | 0F A2                          | CPUID                                    | 16/32/64-bit     | CPUID      | Cpuid     
CQO              | REX.W 99                       | CQO                                      | 64-bit           | X64        | Cqo       
CRC32            | F2 0F 38 F0 /r                 | CRC32 r32, r/m8                          | 16/32/64-bit     | SSE4.2     | Crc32_r32_rm8
CRC32            | F2 REX.W 0F 38 F0 /r           | CRC32 r64, r/m8                          | 64-bit           | SSE4.2     | Crc32_r64_rm8
CRC32            | F2 0F 38 F1 /r                 | CRC32 r32, r/m16                         | 16/32/64-bit     | SSE4.2     | Crc32_r32_rm16
CRC32            | F2 0F 38 F1 /r                 | CRC32 r32, r/m32                         | 16/32/64-bit     | SSE4.2     | Crc32_r32_rm32
CRC32            | F2 REX.W 0F 38 F1 /r           | CRC32 r64, r/m64                         | 64-bit           | SSE4.2     | Crc32_r64_rm64
CVTDQ2PD         | F3 0F E6 /r                    | CVTDQ2PD xmm1, xmm2/m64                  | 16/32/64-bit     | SSE2       | Cvtdq2pd_xmm_xmmm64
CVTDQ2PS         | NP 0F 5B /r                    | CVTDQ2PS xmm1, xmm2/m128                 | 16/32/64-bit     | SSE2       | Cvtdq2ps_xmm_xmmm128
CVTPD2DQ         | F2 0F E6 /r                    | CVTPD2DQ xmm1, xmm2/m128                 | 16/32/64-bit     | SSE2       | Cvtpd2dq_xmm_xmmm128
CVTPD2PI         | 66 0F 2D /r                    | CVTPD2PI mm, xmm/m128                    | 16/32/64-bit     | SSE2       | Cvtpd2pi_mm_xmmm128
CVTPD2PS         | 66 0F 5A /r                    | CVTPD2PS xmm1, xmm2/m128                 | 16/32/64-bit     | SSE2       | Cvtpd2ps_xmm_xmmm128
CVTPI2PD         | 66 0F 2A /r                    | CVTPI2PD xmm, mm/m64                     | 16/32/64-bit     | SSE2       | Cvtpi2pd_xmm_mmm64
CVTPI2PS         | NP 0F 2A /r                    | CVTPI2PS xmm, mm/m64                     | 16/32/64-bit     | SSE        | Cvtpi2ps_xmm_mmm64
CVTPS2DQ         | 66 0F 5B /r                    | CVTPS2DQ xmm1, xmm2/m128                 | 16/32/64-bit     | SSE2       | Cvtps2dq_xmm_xmmm128
CVTPS2PD         | NP 0F 5A /r                    | CVTPS2PD xmm1, xmm2/m64                  | 16/32/64-bit     | SSE2       | Cvtps2pd_xmm_xmmm64
CVTPS2PI         | NP 0F 2D /r                    | CVTPS2PI mm, xmm/m64                     | 16/32/64-bit     | SSE        | Cvtps2pi_mm_xmmm64
CVTSD2SI         | F2 0F 2D /r                    | CVTSD2SI r32, xmm1/m64                   | 16/32/64-bit     | SSE2       | Cvtsd2si_r32_xmmm64
CVTSD2SI         | F2 REX.W 0F 2D /r              | CVTSD2SI r64, xmm1/m64                   | 64-bit           | SSE2       | Cvtsd2si_r64_xmmm64
CVTSD2SS         | F2 0F 5A /r                    | CVTSD2SS xmm1, xmm2/m64                  | 16/32/64-bit     | SSE2       | Cvtsd2ss_xmm_xmmm64
CVTSI2SD         | F2 0F 2A /r                    | CVTSI2SD xmm1, r/m32                     | 16/32/64-bit     | SSE2       | Cvtsi2sd_xmm_rm32
CVTSI2SD         | F2 REX.W 0F 2A /r              | CVTSI2SD xmm1, r/m64                     | 64-bit           | SSE2       | Cvtsi2sd_xmm_rm64
CVTSI2SS         | F3 0F 2A /r                    | CVTSI2SS xmm1, r/m32                     | 16/32/64-bit     | SSE        | Cvtsi2ss_xmm_rm32
CVTSI2SS         | F3 REX.W 0F 2A /r              | CVTSI2SS xmm1, r/m64                     | 64-bit           | SSE        | Cvtsi2ss_xmm_rm64
CVTSS2SD         | F3 0F 5A /r                    | CVTSS2SD xmm1, xmm2/m32                  | 16/32/64-bit     | SSE2       | Cvtss2sd_xmm_xmmm32
CVTSS2SI         | F3 0F 2D /r                    | CVTSS2SI r32, xmm1/m32                   | 16/32/64-bit     | SSE        | Cvtss2si_r32_xmmm32
CVTSS2SI         | F3 REX.W 0F 2D /r              | CVTSS2SI r64, xmm1/m32                   | 64-bit           | SSE        | Cvtss2si_r64_xmmm32
CVTTPD2DQ        | 66 0F E6 /r                    | CVTTPD2DQ xmm1, xmm2/m128                | 16/32/64-bit     | SSE2       | Cvttpd2dq_xmm_xmmm128
